id	lon	lat	b_code
78535	832	34.8405	58.0231	4
78646	833	34.5079	58.1073	4
78737	834	34.2037	58.157	4
78826	835	34.713	58.1815	4
78945	836	34.8668	58.1687	4
79078	837	34.837	58.3199	4
79188	838	34.6484	58.3419	4
79291	839	34.2133	58.2806	4
79374	840	34.1714	58.3483	4
79456	841	34.1881	58.7579	6
79566	842	34.0808	58.698	6
79654	843	34.4475	58.6074	6
79755	844	34.3461	58.5234	6
79871	845	34.5412	58.4806	6
79977	846	34.7713	58.5623	6
80078	847	34.748	58.6615	6
80175	848	34.5347	58.8066	6
80284	849	34.2469	59.0983	6
80386	850	34.419	58.9986	6
80486	851	34.2509	58.9173	6
80587	852	34.5644	59.2462	6
80677	853	33.9439	59.4541	6
80781	854	34.053	59.3345	6
80869	855	34.3141	59.309	6
80970	856	34.3073	59.4596	6
81074	857	34.1135	59.5692	6
81162	858	34.5151	59.5713	6
81275	859	34.6977	59.54	6
81407	860	33.9737	59.6825	6
81497	861	34.1779	59.807	6
81595	862	34.294	59.9499	6
81722	863	34.5501	59.9544	6
81807	864	34.3661	59.778	6
81900	865	34.3656	59.6337	6
82011	866	34.6987	59.6796	6
82127	867	34.2488	60.3256	6
82217	868	34.2225	60.2013	6
82310	869	34.2937	60.1019	6
82399	870	34.5984	60.1545	6
82485	871	34.6647	60.0601	6
82602	872	34.1319	60.5643	6
82699	873	34.3142	60.4789	6
82784	874	34.6349	60.5539	6
82885	875	33.9162	60.9799	6
82979	876	34.5413	61.0903	6
83077	877	34.4738	60.8786	6
83170	878	34.3373	61.6339	6
83257	879	34.6528	61.6175	6
83319	880	34.7159	61.5447	6
83387	881	34.6719	61.3753	6
83485	882	35.6318	61.1543	6
83557	883	35.6676	61.1197	6
83625	884	35.4929	61.0496	6
83713	885	35.0129	61.1216	98
83810	886	34.9318	61.4089	6
83912	887	35.006	60.9323	6
84007	888	34.7734	60.9664	6
84100	889	34.7697	60.8942	6
84188	890	35.0078	60.8013	6
84287	891	35.2346	60.9149	6
84388	892	35.4195	60.7887	6
84460	893	35.7093	60.8038	6
84563	894	34.831	60.6428	6
84685	895	35.9839	60.8404	6
84783	896	35.9867	60.6977	6
84878	897	35.8229	60.0862	6
84996	898	36.0716	60.0301	6
85081	899	34.8623	59.752	6
85183	900	35.1024	59.6584	6
85281	901	35.2989	59.5651	6
85382	902	35.0518	59.5187	6
85480	903	35.6845	59.499	6
85557	904	35.7851	59.5939	6
85658	905	35.4511	59.7331	6
85748	906	35.7161	59.7327	6
85868	907	35.7664	59.7932	6
85982	908	36.0656	59.786	6
86090	909	36.0661	59.6377	6
86185	910	36.0481	59.5126	6
86259	911	35.1997	59.4628	6
86392	912	35.831	59.3825	6
86477	913	35.5755	59.3336	6
86573	914	35.6908	59.2289	6
86693	915	35.1823	59.3377	6
86789	916	34.8678	59.3707	6
86894	917	34.7927	59.3056	6
87014	918	35.0695	59.2822	6
87111	919	35.0181	59.1478	6
87251	920	35.4674	59.1572	6
87336	921	36.1243	59.1596	6
87445	922	34.7074	59.1715	6
87573	923	34.7871	58.9515	6
87676	924	35.1735	59.0308	6
87799	925	35.4665	59.0223	6
87897	926	35.8193	59.0409	6
88022	927	35.9774	58.957	6
88131	928	35.6463	58.9456	6
88223	929	35.3626	58.8896	6
88319	930	35.5313	58.7939	6
88418	931	35.8187	58.7257	4
88541	932	34.9863	58.7837	6
88629	933	34.9832	58.6327	6
88717	934	35.3649	58.6413	6
88833	935	35.5841	58.7007	6
88934	936	36.0382	58.6665	6
89073	937	35.8004	58.5768	4
89185	938	35.5545	58.5571	6
89306	939	34.8808	58.4445	6
89428	940	35.3811	58.4638	6
89539	941	35.1257	58.3883	6
89644	942	35.4254	58.3379	6
89753	943	35.6768	58.3577	4
89854	944	36.0232	58.4261	4
89965	945	36.0522	58.3189	6
90077	946	35.9388	58.2592	6
90207	947	35.4954	58.2248	6
90315	948	35.2225	58.2224	6
90420	949	35.0962	58.1178	6
90515	950	35.3253	58.1044	6
90616	951	35.7757	58.1602	4
90724	952	36.183	58.0816	4
90825	953	35.7924	58.0331	4
90915	954	35.078	57.9866	6
91031	955	35.3482	57.985	6
91148	956	35.6377	57.99	6
91269	957	35.8023	57.928	4
91360	958	36.0363	57.8452	6
91458	959	36.1981	57.7012	4
91558	960	35.8486	57.8125	4
91648	961	35.9281	57.7256	4
91738	962	35.5201	57.7582	4
91839	963	35.3691	57.849	6
91946	964	35.0975	57.8393	6
92038	965	35.2154	57.6921	6
92125	966	35.4805	57.6519	6
92214	967	35.2838	57.5762	6
92290	968	35.1759	57.4888	6
92379	969	35.2486	57.3733	6
92453	970	35.5415	57.3784	6
92526	971	35.2861	57.2474	6
92629	972	35.8699	57.352	6
92739	973	35.8288	57.2974	6
92843	974	36.0922	57.373	6
92959	975	36.2236	57.4571	6
93046	976	36.2668	57.2791	6
93130	977	35.1649	57.1498	6
93221	978	35.4054	57.0961	6
93322	979	35.1989	56.9657	4
93409	980	35.4331	56.9491	4
93510	981	35.6431	56.8826	4
93601	982	35.873	56.9655	4
93699	983	35.7856	57.0536	6
93813	984	35.9572	57.1148	6
93908	985	35.665	57.2095	6
93999	986	36.1236	57.2371	6
94096	987	36.1552	57.0369	6
94194	988	36.2219	56.96	6
94289	989	35.2697	56.7641	4
94397	990	35.5989	56.7265	4
94501	991	35.8792	56.7955	4
94600	992	36.1943	56.824	4
94719	993	36.326	56.6985	4
94813	994	36.1803	56.628	4
94900	995	35.9091	56.6004	4
95003	996	35.6874	56.5651	4
95105	997	35.2765	56.6072	4
95197	998	35.4413	56.4798	4
95288	999	35.8622	56.4745	4
95368	1000	36.1355	56.4711	4
95452	1001	35.4504	56.415	4
95542	1002	35.3323	56.2857	4
95637	1003	35.3648	56.1631	4
95713	1004	35.5614	56.254	4
95809	1005	35.6926	56.37	4
95888	1006	35.8597	56.1659	4
95981	1007	35.9861	56.3511	4
96062	1008	36.2214	56.3435	4
96137	1009	36.3082	56.2426	4
96209	1010	36.4123	56.1095	4
96297	1011	36.1046	56.1333	4
96394	1012	35.6133	56.1065	4
96475	1013	35.9329	56.0732	4
96565	1014	35.3559	55.9825	4
96644	1015	35.5195	55.9375	4
96720	1016	35.4098	55.8466	4
96801	1017	35.4547	55.7165	4
96880	1018	35.668	55.8094	4
96981	1019	35.8304	55.8946	4
97085	1020	36.1169	56.0215	4
97185	1021	36.379	55.9379	4
97277	1022	36.3489	55.7948	4
97357	1023	36.111	55.8345	4
97462	1024	36.1446	55.7403	4
97541	1025	35.9037	55.7546	4
97638	1026	35.7201	55.6557	4
97734	1027	35.4883	55.5605	4
97834	1028	35.7855	55.5714	4
97940	1029	35.811	55.5081	4
98039	1030	36.0483	55.5899	4
98124	1031	36.4776	55.7027	4
98200	1032	36.3153	55.6533	4
98273	1033	36.2737	55.5936	4
98364	1034	36.1062	55.4782	4
98453	1035	36.3738	55.4613	4
98557	1036	36.1765	55.3746	4
98637	1037	36.337	55.3159	4
98720	1038	35.9378	55.3468	4
98818	1039	35.6536	55.3954	4
98909	1040	35.5864	55.3079	4
99005	1041	35.7603	55.1966	4
99093	1042	36.0445	55.2469	4
99175	1043	36.1858	55.2025	4
99267	1044	36.4433	55.2081	4
99363	1045	36.3479	55.063	4
99470	1046	36.0302	55.1543	4
99559	1047	36.1007	55.0291	4
99646	1048	35.8337	55.0133	4
99737	1049	35.556	55.0226	4
99819	1050	36.4822	54.9313	4
99940	1051	36.2909	54.9067	4
100028	1052	35.7122	54.742	4
100103	1053	35.7901	54.8605	4
100204	1054	36.0371	54.8315	4
100296	1055	36.2212	54.7505	4
100386	1056	35.9499	54.6969	4
100467	1057	36.1128	54.6244	4
100575	1058	36.3434	54.6129	4
100686	1059	36.4379	54.7694	4
100774	1060	35.7624	54.5359	4
100858	1061	36.0589	54.5287	4
100941	1062	35.9028	54.4115	4
101028	1063	36.1038	54.3359	4
101112	1064	36.2627	54.4752	4
101225	1065	36.4014	54.4356	4
101351	1066	36.3009	54.2757	4
101432	1067	36.1092	54.196	4
101517	1068	35.9084	54.2612	4
101603	1069	35.7087	54.1833	4
101693	1070	35.653	54.0507	4
101771	1071	35.9904	54.1187	4
101853	1072	36.2845	54.1067	4
101933	1073	36.147	54.0027	4
102011	1074	35.9725	53.9202	4
102081	1075	36.4523	53.9589	4
102158	1076	36.0718	53.735	4
102264	1077	35.8203	53.6393	4
102366	1078	36.1082	53.6232	4
102466	1079	36.3927	53.6249	4
102558	1080	36.5568	53.6527	4
102646	1081	36.449	53.7906	4
102753	1082	36.224	53.8627	4
102865	1083	36.4763	53.5019	4
102959	1084	36.0613	53.5417	4
103057	1085	35.8338	53.5425	4
103138	1086	35.8276	53.4463	4
103225	1087	36.0215	53.3338	4
103316	1088	35.8857	53.145	4
103415	1089	36.104	53.2386	4
103505	1090	36.3381	53.3668	4
103596	1091	36.2044	53.4325	4
103697	1092	36.3698	53.2783	4
103784	1093	36.3641	53.1667	4
103875	1094	36.0911	53.0578	4
103971	1095	36.5671	53.2	4
104052	1096	35.9318	53.0081	4
104132	1097	36.3127	53.0369	4
104223	1098	36.4694	53.0493	4
104317	1099	36.3841	52.9198	4
104405	1100	36.1782	52.9052	4
104488	1101	36.033	52.8266	4
104571	1102	35.9403	52.7717	4
104660	1103	36.3202	52.8399	4
104745	1104	36.4472	52.7336	4
104849	1105	36.1757	52.7214	4
104956	1106	36.5713	52.8394	4
105066	1107	36.5908	52.7393	4
105156	1108	36.1865	52.6469	4
105230	1109	36.3229	52.5954	4
105300	1110	36.5762	52.5941	4
105393	1111	36.3205	52.5151	4
105476	1112	36.1243	52.5331	4
105563	1113	36.0754	52.4674	4
105649	1114	36.4382	52.3966	4
105745	1115	36.2566	52.2124	4
105824	1116	36.2952	52.1266	4
105913	1117	36.3076	52.0673	4
106011	1118	36.4596	52.1399	4
106129	1119	36.5469	52.2926	4
106223	1120	36.5712	52.1128	4
106310	1121	36.0209	52.0244	4
106394	1122	36.1194	51.8218	4
106488	1123	36.2958	51.9452	4
106587	1124	36.3294	51.7846	4
106682	1125	36.5584	51.8423	4
106777	1126	36.6781	51.7489	4
106875	1127	36.5884	51.7213	4
106973	1128	36.4495	51.6418	4
107084	1129	36.19	51.6475	4
107168	1130	36.5922	51.5956	4
107301	1131	36.1731	51.5181	4
107397	1132	36.5653	51.3626	4
107537	1133	36.566	51.2085	4
107665	1134	36.5488	51.0814	4
107758	1135	36.6336	50.8943	4
107846	1136	36.6902	50.7871	4
107932	1137	36.6462	50.6072	4
108009	1138	36.5719	50.4066	4
108098	1139	36.8354	50.3327	4
108196	1140	37.063	50.416	4
108278	1141	36.8061	50.4945	4
108360	1142	37.2361	50.4918	4
108457	1143	37.4242	50.4419	4
108544	1144	37.7132	50.2651	4
108624	1145	37.6852	50.2245	4
108713	1146	36.86	50.8911	4
108802	1147	36.9484	50.732	4
108882	1148	36.943	50.6468	4
108981	1149	37.0091	50.5403	4
109078	1150	37.7817	50.5466	4
109163	1151	37.8298	50.6928	4
109255	1152	37.5674	50.7377	4
109346	1153	37.315	50.6004	4
109428	1154	37.1576	50.7106	4
109532	1155	37.1926	50.8325	4
109627	1156	37.7949	50.8277	4
109715	1157	36.8139	51.0919	4
109830	1158	36.8007	50.9952	4
109924	1159	37.1455	51.0722	4
110015	1160	37.4449	51.0321	4
110126	1161	37.4069	51.143	4
110230	1162	37.6085	51.1189	4
110338	1163	37.7454	51.2162	4
110427	1164	36.7813	51.2299	4
110542	1165	36.9141	51.3415	4
110644	1166	36.7448	51.4688	4
110784	1167	37.1001	51.4703	4
110879	1168	37.1493	51.405	4
110981	1169	37.0059	51.2153	4
111093	1170	37.1618	51.2973	4
111197	1171	37.3941	51.2452	4
111279	1172	37.5247	51.2904	4
111374	1173	37.4317	51.3947	4
111489	1174	37.6291	51.4246	4
111590	1175	37.5521	51.5202	4
111696	1176	36.7868	51.7373	4
111791	1177	36.8573	51.5894	4
111906	1178	37.1732	51.686	4
112029	1179	37.2775	51.5725	4
112148	1180	37.6633	51.6554	4
112280	1181	37.4527	51.6997	4
112385	1182	37.4899	51.8083	4
112517	1183	37.2506	51.8167	4
112633	1184	37.0953	51.8703	4
112740	1185	36.9201	51.8737	4
112825	1186	37.6539	51.914	4
112938	1187	36.6664	52.0198	4
113043	1188	36.8575	52.0214	4
113145	1189	37.045	51.9486	4
113251	1190	37.4208	51.9445	4
113352	1191	37.6772	52.0542	4
113454	1192	37.3612	52.0833	4
113547	1193	37.1387	52.1037	4
113622	1194	36.8619	52.1396	4
113694	1195	37.1697	52.2042	4
113778	1196	37.4735	52.1429	4
113877	1197	37.65	52.2198	4
113997	1198	37.5796	52.3079	4
114115	1199	37.306	52.2656	4
114211	1200	36.7424	52.2858	4
114316	1201	36.9619	52.3055	4
114386	1202	37.2034	52.3354	4
114502	1203	37.7589	52.3363	4
114587	1204	36.6645	52.4671	4
114681	1205	36.7696	52.3867	4
114779	1206	36.9876	52.3727	4
114875	1207	37.0047	52.439	4
114979	1208	37.01	52.543	4
115067	1209	36.8811	52.5894	4
115154	1210	36.7891	52.7079	4
115239	1211	37.0255	52.6225	4
115336	1212	37.2483	52.6101	4
115439	1213	37.2904	52.4753	4
115537	1214	37.1756	52.4714	4
115637	1215	37.4151	52.4073	4
115730	1216	37.6815	52.6064	4
115840	1217	37.7178	52.5339	4
115953	1218	37.7438	52.4396	4
116048	1219	37.6337	52.667	4
116136	1220	37.4861	52.6576	4
116222	1221	37.3113	52.7137	4
116308	1222	36.6568	52.9631	4
116397	1223	36.8436	52.847	4
116492	1224	36.9988	52.9386	4
116574	1225	36.8864	53.0763	4
116672	1226	37.1002	53.0129	4
116758	1227	37.3158	52.9612	4
116832	1228	37.1816	52.875	4
116909	1229	37.0812	52.7667	4
117011	1230	37.5074	52.8003	4
117118	1231	37.4392	52.9179	4
117200	1232	37.6253	52.9043	4
117285	1233	37.6661	52.779	4
117385	1234	37.6138	53.0417	4
117483	1235	37.4586	53.0943	4
117582	1236	37.2765	53.0917	4
117662	1237	37.0997	53.1218	4
117766	1238	36.8197	53.1548	4
117843	1239	36.9749	53.2582	4
117935	1240	36.7577	53.2875	4
118031	1241	36.5937	53.3686	4
118129	1242	36.7979	53.4385	4
118213	1243	37.143	53.4477	4
118313	1244	37.2361	53.2949	4
118414	1245	37.5391	53.2192	4
118515	1246	37.368	53.1708	4
118602	1247	37.4967	53.3573	4
118699	1248	37.4592	53.465	4
118790	1249	36.6569	53.7068	4
118875	1250	36.809	53.6517	4
118964	1251	36.9934	53.7712	4
119059	1252	36.6268	53.8557	4
119151	1253	37.3277	53.813	4
119251	1254	37.493	53.6734	4
119340	1255	36.7873	53.562	4
119432	1256	37.1727	53.5571	4
119526	1257	37.592	53.8274	4
119597	1258	36.5919	54.1636	4
119679	1259	36.7198	54.1174	4
119788	1260	36.6654	54.0248	4
119882	1261	37.045	54.1106	4
119981	1262	37.2075	54.006	4
120072	1263	36.9072	53.8998	4
120162	1264	37.3657	53.9252	4
120250	1265	37.5353	54.0682	4
120327	1266	37.3174	54.0872	4
120404	1267	37.5096	54.207	4
120482	1268	37.6609	54.282	4
120575	1269	37.1785	54.2329	4
120651	1270	36.8825	54.2548	4
120763	1271	36.5446	54.3011	4
120856	1272	36.6664	54.4021	4
120948	1273	36.9393	54.3761	4
121039	1274	37.1701	54.3633	4
121151	1275	37.3901	54.3251	4
121231	1276	37.595	54.4167	4
121325	1277	37.5483	54.5971	4
121422	1278	37.3339	54.4809	4
121515	1279	37.2111	54.5788	4
121625	1280	36.9233	54.5798	4
121739	1281	36.7954	54.5449	4
121825	1282	36.5736	54.5664	4
121913	1283	36.6911	54.6669	4
122009	1284	36.6496	54.8335	4
122127	1285	36.9209	54.7901	4
122207	1286	36.8414	54.9076	4
122307	1287	37.0912	54.9539	4
122396	1288	37.1432	54.802	4
122490	1289	37.0687	54.6945	4
122596	1290	37.2848	54.7323	4
122690	1291	37.4932	54.8322	4
122796	1292	37.2896	54.8869	4
122887	1293	37.1998	54.9705	4
122972	1294	37.3817	54.995	4
123055	1295	37.5951	54.9635	4
123142	1296	36.5834	55.0417	4
123265	1297	36.834	55.0366	4
123355	1298	36.9704	55.1388	4
123449	1299	36.691	55.17	4
123538	1300	36.6392	55.2906	4
123614	1301	36.5626	55.3668	4
123691	1302	36.8269	55.4223	4
123781	1303	36.9692	55.372	4
123864	1304	36.838	55.2401	4
123951	1305	37.1479	55.2775	4
124046	1306	37.2287	55.1885	4
124157	1307	37.1873	55.0947	4
124264	1308	37.4245	55.1885	4
124362	1309	37.4093	55.3087	4
124455	1310	37.2289	55.4333	4
124544	1311	37.4461	55.4411	4
124635	1312	36.5561	55.5574	4
124734	1313	36.6912	55.5933	4
124834	1314	36.645	55.6663	4
124933	1315	36.8346	55.729	4
125033	1316	36.9687	55.6359	4
125119	1317	36.6208	55.4669	4
125219	1318	37.0683	55.517	4
125313	1319	37.1555	55.6146	4
125406	1320	37.3514	55.584	4
125492	1321	37.3315	55.7241	4
125585	1322	37.059	55.7512	4
125673	1323	36.6217	55.8178	4
125767	1324	36.6498	55.9404	4
125853	1325	36.8367	55.8686	4
125946	1326	36.9801	55.9699	4
126040	1327	37.1159	55.8688	4
126120	1328	37.2341	55.9822	4
126212	1329	37.3526	55.8683	4
126288	1330	36.7041	56.1034	4
126384	1331	36.904	56.1997	4
126475	1332	37.2078	56.1655	4
126565	1333	37.4164	56.1282	4
126638	1334	36.5031	56.3513	4
126728	1335	36.727	56.3618	4
126826	1336	37.0509	56.3373	4
126922	1337	37.1803	56.246	4
127000	1338	36.607	56.2386	4
127063	1339	37.4797	56.3323	4
127155	1340	37.2264	56.408	4
127229	1341	37.3563	56.4963	4
127307	1342	36.8248	56.5034	4
127397	1343	36.5528	56.5299	4
127498	1344	36.3752	56.5508	4
127586	1345	37.0552	56.5584	4
127685	1346	36.9519	56.5874	4
127782	1347	36.6397	56.6291	4
127871	1348	37.0433	56.6851	4
127969	1349	37.2845	56.681	4
128055	1350	36.358	56.7655	4
128154	1351	36.4057	56.8631	6
128255	1352	36.6932	56.9273	6
128360	1353	36.813	56.8249	4
128447	1354	36.6307	56.7121	4
128539	1355	36.7974	56.7426	4
128642	1356	37.2009	56.7918	4
128735	1357	37.1993	56.9419	6
128836	1358	36.9203	56.9191	6
128935	1359	36.5368	57.0621	6
129043	1360	36.7856	57.057	6
129138	1361	37.1121	57.0229	6
129221	1362	37.1167	57.0679	6
129299	1363	36.9969	57.1981	6
129402	1364	36.7593	57.1763	6
129496	1365	36.3852	57.208	6
129591	1366	36.6927	57.3139	6
129678	1367	36.9828	57.3513	6
129776	1368	37.144	57.3326	6
129859	1369	36.4021	57.4101	6
129948	1370	36.6627	57.4142	6
130035	1371	37.0023	57.474	6
130150	1372	36.5975	57.5557	4
130231	1373	36.5668	57.631	4
130339	1374	36.3006	57.5672	4
130427	1375	36.7672	57.7195	6
130521	1376	36.9996	57.7389	6
130639	1377	37.2189	57.5866	6
130758	1378	36.5134	57.7575	6
130848	1379	36.3157	57.846	6
130972	1380	36.5658	57.8993	6
131066	1381	36.3264	57.9771	4
131161	1382	36.7905	57.8456	6
131263	1383	37.0935	57.8292	6
131371	1384	37.046	57.9598	6
131459	1385	36.7714	57.9713	6
131543	1386	36.6562	58.0388	6
131646	1387	37.078	58.0773	6
131742	1388	36.4303	58.1007	6
131838	1389	36.3062	58.1988	6
131933	1390	36.6175	58.2169	6
132038	1391	36.8075	58.1231	6
132147	1392	37.0974	58.1897	6
132243	1393	37.0923	58.2944	6
132340	1394	36.8174	58.2443	6
132452	1395	36.6816	58.3614	6
132562	1396	36.4221	58.3207	6
132654	1397	36.2957	58.4543	6
132769	1398	36.5422	58.4627	6
132872	1399	37.0496	58.4257	6
132956	1400	36.1519	58.5613	6
133090	1401	36.2437	58.6499	6
133176	1402	36.7564	58.5128	6
133289	1403	36.6397	58.6118	6
133400	1404	36.9061	58.6347	6
133509	1405	36.5851	58.7127	6
133595	1406	36.4431	58.8334	6
133673	1407	36.9519	58.8008	6
133798	1408	37.1326	58.7885	6
133916	1409	36.1485	58.8166	6
134015	1410	36.3225	59.0865	6
134116	1411	36.2439	58.9412	6
134207	1412	36.6277	58.9861	6
134307	1413	36.9855	58.9761	6
134398	1414	36.7326	59.0844	6
134499	1415	36.807	59.1969	6
134611	1416	36.3821	59.2623	6
134725	1417	36.3114	59.3455	6
134809	1418	36.6357	59.2887	6
134926	1419	36.9715	59.2948	6
135036	1420	36.9504	59.4406	6
135148	1421	36.6473	59.4384	6
135283	1422	36.2761	59.4628	6
135381	1423	36.3338	59.595	6
135476	1424	36.6371	59.5284	6
135599	1425	36.681	59.6382	6
135721	1426	36.3035	59.7547	6
135828	1427	36.2092	59.9163	6
135923	1428	36.601	59.8686	6
136039	1429	36.6251	59.7343	6
136132	1430	36.8778	59.7096	6
136230	1431	36.9732	59.8745	6
136321	1432	36.7885	60.0338	6
136429	1433	36.227	60.1619	6
136519	1434	36.4261	60.0388	6
136615	1435	37.0557	60.0773	6
136710	1436	36.8293	60.1278	6
136800	1437	36.5644	60.1759	6
136903	1438	36.3852	60.3001	6
136996	1439	36.6962	60.3368	6
137094	1440	36.9977	60.2002	6
137194	1441	36.8948	60.4174	6
137285	1442	36.0625	60.5035	6
137389	1443	36.4253	60.5249	6
137470	1444	36.676	60.4672	6
137561	1445	36.8992	60.5844	6
137669	1446	36.7365	60.6443	6
137770	1447	36.3333	60.7018	6
137879	1448	36.2013	60.9889	6
137960	1449	36.4543	61.6573	6
138052	1450	37.4529	61.5433	6
138143	1451	38.2609	61.4902	6
138235	1452	37.2412	61.357	6
138318	1453	37.2721	61.2461	6
138412	1454	37.4451	61.2582	6
138504	1455	37.8966	61.2342	6
138613	1456	37.7209	61.1646	6
138713	1457	38.2826	61.2678	6
138794	1458	37.6083	61.0624	6
138896	1459	37.1028	60.747	6
139036	1460	37.4814	60.9009	6
139150	1461	37.8312	60.991	6
139259	1462	37.773	60.8143	6
139363	1463	38.1489	60.8283	6
139465	1464	38.1188	60.716	6
139574	1465	38.0343	60.6747	6
139690	1466	37.7739	60.6315	6
139790	1467	37.094	60.553	6
139900	1468	37.2785	60.3869	6
140019	1469	37.3983	60.4605	6
140124	1470	37.6422	60.3715	6
140206	1471	37.3386	60.2957	6
140294	1472	37.8101	60.5359	6
140402	1473	38.0742	60.3917	6
140480	1474	38.187	60.5437	6
140583	1475	38.3739	60.587	6
140714	1476	38.2837	60.2964	6
140842	1477	37.2487	60.1238	6
140916	1478	37.3775	60.0085	6
141024	1479	37.6533	60.004	6
141125	1480	38.0216	60.2266	6
141244	1481	38.3861	60.1534	6
141372	1482	38.378	59.9347	6
141495	1483	38.0692	59.9804	6
141589	1484	37.7689	59.93	6
141677	1485	37.2987	59.9057	6
141740	1486	37.309	59.7756	6
141833	1487	37.5875	59.818	6
141933	1488	37.9448	59.7535	6
142017	1489	38.0565	59.8426	6
142110	1490	38.1024	59.7421	6
142200	1491	37.1687	59.6098	6
142292	1492	37.5189	59.5688	6
142399	1493	37.6991	59.5773	6
142499	1494	38.0553	59.601	6
142603	1495	37.2684	59.4741	6
142707	1496	37.1724	59.3701	6
142825	1497	37.4651	59.3794	6
142918	1498	37.417	59.2422	6
143010	1499	37.6315	59.2904	6
143125	1500	37.6799	59.2327	6
143233	1501	37.8049	59.4257	6
143319	1502	38.1664	59.377	6
143441	1503	37.9742	59.2568	6
143555	1504	38.3481	59.2992	6
143672	1505	37.973	59.4777	6
143776	1506	37.1749	59.146	6
143889	1507	37.3575	59.0624	6
143989	1508	37.6554	59.0879	6
144095	1509	37.5476	59.0076	6
144210	1510	37.96	59.0632	6
144317	1511	38.1248	58.9666	6
144428	1512	38.3553	58.9825	6
144552	1513	38.2411	59.1188	6
144646	1514	37.2542	58.915	6
144744	1515	37.3378	58.6325	6
144837	1516	37.4659	58.6306	6
144940	1517	37.2462	58.7912	6
145042	1518	37.6026	58.7282	6
145139	1519	37.841	58.6722	6
145241	1520	38.3281	58.8292	6
145338	1521	37.2621	58.5247	6
145445	1522	37.4902	58.441	6
145553	1523	37.3085	58.4167	6
145650	1524	37.5239	58.333	6
145763	1525	37.6836	58.3892	6
145875	1526	37.3337	58.2714	6
145974	1527	37.2912	58.1494	6
146063	1528	37.5804	58.2452	6
146168	1529	37.7481	58.2692	6
146265	1530	37.8307	58.1767	6
146383	1531	37.9479	58.297	6
146470	1532	38.1481	58.2207	6
146578	1533	38.0818	58.1569	6
146681	1534	37.5188	58.0563	6
146772	1535	37.318	57.9628	6
146879	1536	37.5529	57.9044	6
146993	1537	37.7434	58.0726	6
147103	1538	37.9849	57.9965	6
147202	1539	38.2137	58.0279	6
147325	1540	38.2205	58.1117	6
147417	1541	38.4354	58.1227	4
147506	1542	38.4871	57.9748	4
147596	1543	38.522	57.8518	4
147688	1544	38.202	57.8774	6
147789	1545	38.3435	57.7762	4
147881	1546	38.1173	57.7824	6
148000	1547	37.8318	57.8836	6
148100	1548	37.8155	57.76	6
148222	1549	37.4642	57.7759	6
148340	1550	38.544	57.7505	4
148478	1551	38.1927	57.687	6
148586	1552	37.8878	57.642	6
148697	1553	37.6775	57.6218	6
148814	1554	37.5795	57.5237	6
148901	1555	37.8116	57.4694	6
148993	1556	38.106	57.4476	4
149102	1557	38.0992	57.558	6
149218	1558	37.8561	57.3914	6
149305	1559	37.9775	57.3366	4
149399	1560	38.1478	57.306	4
149508	1561	37.6843	57.3138	6
149593	1562	37.3423	57.4104	6
149721	1563	37.3689	57.1557	4
149815	1564	37.4044	57.0666	4
149900	1565	37.6641	57.0241	4
149997	1566	37.9059	57.0962	4
150090	1567	37.7146	57.1824	4
150179	1568	37.4922	57.2515	6
150256	1569	38.1025	57.1973	4
150370	1570	38.2982	57.0417	4
150459	1571	37.9326	56.9706	4
150559	1572	37.6657	56.9582	4
150656	1573	37.6216	56.8634	4
150748	1574	37.5117	56.7653	4
150829	1575	37.7391	56.7328	4
150925	1576	37.9006	56.8574	4
151025	1577	38.1103	56.7984	4
151112	1578	38.2714	56.8303	4
151213	1579	38.1124	56.6964	4
151313	1580	38.2084	56.6272	4
151419	1581	38.223	56.5288	4
151527	1582	37.9327	56.6635	4
151619	1583	37.7783	56.6071	4
151723	1584	37.8785	56.5484	4
151834	1585	37.5836	56.5858	4
151920	1586	37.6776	56.4659	4
152010	1587	37.8778	56.4422	4
152116	1588	37.707	56.387	4
152207	1589	37.7924	56.3171	4
152297	1590	37.6232	56.2095	4
152394	1591	37.9043	56.195	4
152480	1592	37.7455	56.1025	4
152561	1593	38.1247	56.4416	4
152649	1594	38.243	56.3106	4
152728	1595	38.1372	56.1859	4
152827	1596	38.2309	56.0895	4
152924	1597	37.553	55.9559	4
153002	1598	37.6819	55.8985	4
153073	1599	37.9371	56.0338	4
153149	1600	37.9301	55.8665	4
153229	1601	38.1736	55.9678	4
153313	1602	38.0474	56.0725	4
153416	1603	38.2633	55.9391	4
153504	1604	38.327	55.8556	4
153595	1605	38.0829	55.8308	4
153686	1606	38.0338	55.7812	4
153769	1607	37.8393	55.6967	4
153848	1608	38.2132	55.6784	4
153938	1609	37.5698	55.655	4
154024	1610	37.5699	55.5568	4
154106	1611	37.7968	55.6433	4
154190	1612	37.7649	55.5287	4
154259	1613	38.0486	55.5278	4
154359	1614	37.6162	55.4107	4
154458	1615	37.8329	55.4046	4
154559	1616	38.0424	55.4027	4
154639	1617	38.2017	55.3377	4
154709	1618	38.4988	55.4318	4
154793	1619	38.3576	55.4551	4
154890	1620	38.1956	55.5538	4
154992	1621	37.5957	55.2504	4
155088	1622	37.8126	55.2451	4
155196	1623	37.8639	55.122	4
155294	1624	37.6511	55.1006	4
155405	1625	38.068	55.2605	4
155511	1626	38.1708	55.1487	4
