map_ID,no_np,dir,lon,lat
1639,514,vostok,38.1349,54.696
141,514,zapad,31.7026,54.5335
1152,515,jug,37.5674,50.7377
1154,514,jug,37.1576,50.7106
2101,515,sever,39.3665,58.0818
1640,515,vostok,38.268,54.728
4001,515,zapad,31.9901,54.5421
1156,516,jug,37.7949,50.8277
289,516,sever,32.1806,57.9809
1856,516,vostok,38.5643,54.7617
3943,516,zapad,31.3487,54.4554
1743,517,jug,37.9543,50.7884
345,517,sever,32.7141,57.9221
1641,517,vostok,38.3948,54.6844
142,517,zapad,31.5872,54.4208
1153,518,jug,37.315,50.6004
279,518,sever,32.2226,57.8657
1855,518,vostok,38.7453,54.7124
143,518,zapad,31.9289,54.4137
1151,519,jug,37.8298,50.6928
278,519,sever,32.4489,57.8184
1857,519,vostok,38.9519,54.7052
3945,519,zapad,31.3723,54.3059
1149,520,jug,37.0091,50.5403
346,520,sever,32.9145,57.8346
3708,520,vostok,38.5911,54.6429
145,520,zapad,31.7278,54.3298
1140,521,jug,37.063,50.416
347,521,sever,32.6591,57.7408
3707,521,vostok,38.8745,54.5931
144,521,zapad,31.9711,54.2815
1142,522,jug,37.2361,50.4918
276,522,sever,32.1981,57.6793
1648,522,vostok,38.0628,54.5416
3944,522,zapad,31.5322,54.2007
1143,523,jug,37.4242,50.4419
348,523,sever,33.011,57.6921
1650,523,vostok,38.2271,54.5652
146,523,zapad,31.8032,54.1266
1150,524,jug,37.7817,50.5466
277,524,sever,32.4717,57.6444
1651,524,vostok,38.3961,54.5509
4007,524,zapad,32.0733,54.8687
1740,525,jug,37.9835,50.5749
340,525,sever,32.6932,57.5947
1845,525,vostok,38.6209,54.5051
199,525,zapad,32.3476,54.9094
1745,526,jug,37.8803,50.3266
269,526,sever,32.2861,57.5033
1844,526,vostok,38.9045,54.4947
198,526,zapad,32.6091,54.9122
1145,527,jug,37.6852,50.2245
341,527,sever,32.5861,57.5206
1647,527,vostok,38.055,54.4142
197,527,zapad,32.8906,54.9124
1144,528,jug,37.7132,50.2651
342,528,sever,32.7578,57.477
1649,528,vostok,38.3051,54.42
4008,528,zapad,32.3006,54.7714
1748,529,jug,37.9612,50.2133
268,529,sever,32.3475,57.4177
1652,529,vostok,38.5291,54.4876
193,529,zapad,32.5742,54.761
1751,530,jug,37.905,50.0901
343,530,sever,33.0053,57.4332
1842,530,vostok,38.6226,54.4084
194,530,zapad,32.8391,54.7693
1735,531,jug,38.0607,50.9254
266,531,sever,32.2621,57.3423
1843,531,vostok,38.8358,54.3916
3715,531,zapad,32.1546,54.6633
1736,532,jug,38.1693,50.8657
267,532,sever,32.4482,57.3556
1655,532,vostok,38.0954,54.2821
192,532,zapad,32.4944,54.6959
1737,533,jug,38.4843,50.8882
344,533,sever,32.7248,57.2877
1653,533,vostok,38.2972,54.2622
4006,533,zapad,32.2888,54.5621
1734,534,jug,38.5607,50.933
265,534,sever,32.3732,57.2021
1841,534,vostok,38.5908,54.3065
190,534,zapad,32.5618,54.5574
1763,535,jug,38.8248,50.933
264,535,sever,32.1647,57.1674
1848,535,vostok,38.8151,54.2416
191,535,zapad,32.8344,54.6011
1758,536,jug,38.609,50.7679
336,536,sever,32.6812,57.16
1659,536,vostok,38.0787,54.121
4002,536,zapad,32.1949,54.442
1742,537,jug,38.0834,50.6914
263,537,sever,32.0831,57.1186
1654,537,vostok,38.3267,54.1678
4005,537,zapad,32.425,54.463
1744,538,jug,38.3148,50.7353
337,538,sever,32.9823,57.1472
1837,538,vostok,38.5575,54.2052
189,538,zapad,32.6849,54.4608
1738,539,jug,38.5751,50.7057
252,539,sever,32.4503,57.0799
1835,539,vostok,38.8137,54.1325
188,539,zapad,32.953,54.4439
1759,540,jug,38.9175,50.7688
338,540,sever,32.9707,57.0232
1662,540,vostok,38.1423,53.9942
4004,540,zapad,32.3634,54.3363
1741,541,jug,38.2695,50.6113
449,541,sever,33.6273,57.9616
1661,541,vostok,38.3586,54.0228
184,541,zapad,32.5966,54.3477
1739,542,jug,38.5864,50.5566
447,542,sever,33.2374,57.8984
1836,542,vostok,38.6078,54.0805
185,542,zapad,32.8045,54.2991
1760,543,jug,38.9003,50.6516
453,543,sever,33.6113,57.8351
1834,543,vostok,38.9208,54.0658
4003,543,zapad,32.245,54.2317
1746,544,jug,38.1033,50.4051
452,544,sever,33.8871,57.819
1864,544,vostok,39.0715,54.9246
4000,544,zapad,32.6244,54.2093
1747,545,jug,38.2208,50.2454
448,545,sever,33.2177,57.7485
1866,545,vostok,39.3296,54.9163
148,545,zapad,32.0867,54.0908
1749,546,jug,38.5589,50.31
454,546,sever,33.8732,57.7097
1865,546,vostok,39.407,54.8741
3998,546,zapad,32.3297,54.1035
1750,547,jug,38.5048,50.1981
458,547,sever,33.5687,57.6714
2186,547,vostok,39.7679,54.919
3999,547,zapad,32.5579,54.1223
1756,548,jug,38.8715,50.1344
459,548,sever,33.8957,57.5915
1860,548,vostok,39.1231,54.8133
179,548,zapad,32.8523,54.1204
1752,549,jug,38.0318,50.0208
455,549,sever,33.1361,57.5382
2188,549,vostok,39.5076,54.8163
3997,549,zapad,32.5395,54.0275
1086,55,jug,35.8276,53.4463
1753,550,jug,38.2379,50.0848
457,550,sever,33.3879,57.557
2189,550,vostok,39.7499,54.8299
536,550,zapad,33.1976,54.9651
1754,551,jug,38.6806,50.0307
460,551,sever,33.7234,57.5517
2190,551,vostok,39.9535,54.8348
539,551,zapad,33.6422,54.9331
1757,552,jug,38.8533,50.0876
456,552,sever,33.2504,57.4561
1858,552,vostok,39.1429,54.7111
196,552,zapad,33.1097,54.7931
1755,553,jug,38.9632,49.8363
461,553,sever,33.5358,57.4266
1859,553,vostok,39.3835,54.71
4185,553,zapad,33.4574,54.8252
1817,554,jug,39.2582,53.441
462,554,sever,33.8184,57.4135
2201,554,vostok,39.5768,54.7212
540,554,zapad,33.6927,54.8094
2226,555,jug,39.5231,53.4783
465,555,sever,33.1475,57.3395
2192,555,vostok,39.7859,54.7448
541,555,zapad,33.9023,54.8325
2227,556,jug,39.7591,53.4783
466,556,sever,33.366,57.309
2191,556,vostok,39.9749,54.7311
195,556,zapad,33.0729,54.7205
1810,557,jug,39.1165,53.3355
470,557,sever,33.6345,57.2656
1854,557,vostok,39.0737,54.5686
547,557,zapad,33.5682,54.7198
1818,558,jug,39.4247,53.3253
467,558,sever,33.1794,57.1982
2203,558,vostok,39.2694,54.6043
544,558,zapad,33.3239,54.6804
1809,559,jug,39.1801,53.2055
469,559,sever,33.5506,57.1758
2202,559,vostok,39.4898,54.612
545,559,zapad,33.4749,54.6311
2230,560,jug,39.5923,53.2404
468,560,sever,33.3679,57.1409
2200,560,vostok,39.7323,54.5778
11,560,zapad,33.8538,54.695
2231,561,jug,39.8668,53.2328
476,561,sever,33.6527,57.0739
2197,561,vostok,39.9228,54.642
187,561,zapad,33.1733,54.507
1807,562,jug,39.1541,53.0925
477,562,sever,33.2958,57.0279
2198,562,vostok,39.9508,54.5644
546,562,zapad,33.5515,54.5445
2234,563,jug,39.5922,53.0827
828,563,sever,34.5041,57.9598
1846,563,vostok,39.0919,54.4805
551,563,zapad,33.8088,54.5072
2232,564,jug,39.9261,53.093
4023,564,sever,34.119,57.8675
1853,564,vostok,39.3376,54.4475
186,564,zapad,33.2986,54.4258
2233,565,jug,39.8032,53.0277
829,565,sever,34.7976,57.8601
2204,565,vostok,39.5765,54.5047
553,565,zapad,33.3844,54.2967
555,566,zapad,33.5555,54.3173
2228,566,jug,40.0691,53.4604
4024,566,sever,34.1931,57.8009
2199,566,vostok,39.899,54.5015
2229,567,jug,40.2613,53.4904
830,567,sever,34.5053,57.7536
1847,567,vostok,39.0392,54.3295
556,567,zapad,33.8481,54.3026
2320,568,jug,40.4862,53.5012
831,568,sever,34.8969,57.7236
1850,568,vostok,39.25,54.3682
180,568,zapad,33.0623,54.206
2321,569,jug,40.8612,53.5312
826,569,sever,34.5021,57.6413
1852,569,vostok,39.4526,54.3877
183,569,zapad,33.3418,54.1332
4070,570,jug,40.3262,53.3297
825,570,sever,34.6651,57.6094
1851,570,vostok,39.4531,54.3097
554,570,zapad,33.5925,54.1778
2319,571,jug,40.7006,53.3921
824,571,sever,34.9863,57.6058
2208,571,vostok,39.6939,54.3413
559,571,zapad,33.8069,54.2021
2316,572,jug,40.8433,53.3072
464,572,sever,34.0694,57.5624
2209,572,vostok,39.8371,54.4027
181,572,zapad,33.0792,54.0112
3705,573,jug,40.0865,53.2279
819,573,sever,34.3716,57.5175
1838,573,vostok,39.0697,54.2155
560,573,zapad,33.574,54.0707
2311,574,jug,40.6948,53.2165
821,574,sever,34.7139,57.4699
1849,574,vostok,39.194,54.2672
561,574,zapad,33.8843,54.0498
4071,575,jug,40.4053,53.073
463,575,sever,34.1057,57.4081
1840,575,vostok,39.2968,54.2257
542,575,zapad,34.0353,54.9606
2310,576,jug,40.6255,53.0524
820,576,sever,34.3897,57.3908
1839,576,vostok,39.4277,54.1888
765,576,zapad,34.5848,54.9138
2312,577,jug,40.8911,53.0391
823,577,sever,34.9744,57.3693
2205,577,vostok,39.5627,54.2067
768,577,zapad,34.8955,54.9747
2322,578,jug,41.4731,53.5452
472,578,sever,34.0986,57.2973
2207,578,vostok,39.8203,54.2187
543,578,zapad,34.3032,54.8857
4078,579,jug,41.1381,53.4393
471,579,sever,34.3358,57.2732
1833,579,vostok,39.2675,54.1102
548,579,zapad,34.1165,54.7163
4080,580,jug,40.9646,53.633
822,580,sever,34.6874,57.2996
2206,580,vostok,39.7069,54.1019
766,580,zapad,34.5277,54.7504
2648,581,jug,41.9587,53.4673
474,581,sever,34.0884,57.1802
1832,581,vostok,39.4341,54.012
767,581,zapad,34.7801,54.8198
2318,582,jug,41.5033,53.3566
816,582,sever,34.8237,57.1962
2185,582,vostok,40.3188,54.9059
549,582,zapad,34.3607,54.6433
2650,583,jug,41.7524,53.3759
815,583,sever,34.5592,57.1288
2375,583,vostok,40.6132,54.9458
2314,584,jug,41.0425,53.2146
473,584,sever,34.2983,57.1061
2374,584,vostok,40.8455,54.9495
550,584,zapad,34.121,54.5047
764,583,zapad,34.7902,54.6428
2317,585,jug,41.3432,53.2206
817,585,sever,34.9685,57.0958
2193,585,vostok,40.2642,54.8022
756,585,zapad,34.633,54.5785
2651,586,jug,41.7504,53.2719
814,586,sever,34.7433,57.0612
4083,586,vostok,40.803,54.8178
4028,586,zapad,34.3346,54.464
2313,587,jug,41.3384,53.0804
475,587,sever,34.0471,57.0413
2371,587,vostok,40.8304,54.7738
552,587,zapad,34.4879,54.4255
2654,588,jug,41.813,53.043
954,588,sever,35.078,57.9866
2372,588,vostok,40.9741,54.7991
758,588,zapad,34.9666,54.4406
2740,589,jug,42.4852,53.5028
955,589,sever,35.3482,57.985
2358,589,vostok,40.4138,54.6951
557,589,zapad,34.1502,54.331
2741,590,jug,42.8328,53.5266
956,590,sever,35.6377,57.99
2359,590,vostok,40.4664,54.6368
4029,590,zapad,34.3714,54.3035
2649,591,jug,42.3685,53.4599
957,591,sever,35.8023,57.928
2361,591,vostok,40.5929,54.6509
757,591,zapad,34.808,54.3303
2652,592,jug,42.1821,53.3447
964,592,sever,35.0975,57.8393
2368,592,vostok,40.8518,54.6598
558,592,zapad,34.1534,54.1625
2735,593,jug,42.6176,53.3891
963,593,sever,35.3691,57.849
2196,593,vostok,40.0833,54.5446
748,593,zapad,34.5153,54.1746
2736,594,jug,42.8397,53.3589
960,594,sever,35.8486,57.8125
2194,594,vostok,40.1586,54.606
749,594,zapad,34.693,54.2159
2734,595,jug,42.6218,53.2798
962,595,sever,35.5201,57.7582
2195,595,vostok,40.3098,54.5431
750,595,zapad,34.9415,54.1683
2653,596,jug,42.3425,53.1793
961,596,sever,35.9281,57.7256
2360,596,vostok,40.5234,54.5267
567,596,zapad,34.2972,54.0175
2733,597,jug,42.9103,53.1714
965,597,sever,35.2154,57.6921
2362,597,vostok,40.7155,54.5621
747,597,zapad,34.5695,54.0501
2655,598,jug,42.06,53.0776
966,598,sever,35.4805,57.6519
2210,598,vostok,40.0372,54.4654
773,598,zapad,35.3283,54.9415
2729,599,jug,42.594,53.0744
967,599,sever,35.2838,57.5762
2211,599,vostok,40.2609,54.4505
772,599,zapad,35.2275,54.8904
2730,600,jug,42.8445,53.0164
968,600,sever,35.1759,57.4888
2354,600,vostok,40.5216,54.3875
769,600,zapad,35.0937,54.8269
3055,601,jug,43.4525,53.5233
969,601,sever,35.2486,57.3733
2363,601,vostok,40.7757,54.4358
771,601,zapad,35.5083,54.8385
3056,602,jug,43.8124,53.5228
970,602,sever,35.5415,57.3784
2213,602,vostok,40.0653,54.309
1053,602,zapad,35.7901,54.8605
2738,603,jug,43.097,53.3915
972,603,sever,35.8699,57.352
2212,603,vostok,40.2693,54.2923
770,603,zapad,35.3164,54.7619
2739,604,jug,43.3587,53.3633
973,604,sever,35.8288,57.2974
2352,604,vostok,40.5186,54.3035
1052,604,zapad,35.7122,54.742
3057,605,jug,43.6486,53.3877
818,605,sever,35.0426,57.2578
2353,605,vostok,40.6787,54.3039
1056,605,zapad,35.9499,54.6969
3058,606,jug,43.9245,53.3791
971,606,sever,35.2861,57.2474
2355,606,vostok,40.984,54.2861
763,606,zapad,35.115,54.6043
2737,607,jug,43.1333,53.2456
985,607,sever,35.665,57.2095
2214,607,vostok,40.0339,54.154
762,607,zapad,35.383,54.6027
3059,608,jug,43.5394,53.2879
977,608,sever,35.1649,57.1498
2215,608,vostok,40.247,54.1833
4041,608,zapad,35.6293,54.6223
3060,609,jug,43.7716,53.2307
978,609,sever,35.4054,57.0961
2351,609,vostok,40.4652,54.2066
761,609,zapad,35.3834,54.5033
2732,610,jug,43.0706,53.1127
984,610,sever,35.9572,57.1148
2348,610,vostok,40.7388,54.2105
4042,610,zapad,35.6834,54.4848
3061,611,jug,43.4396,53.1218
983,611,sever,35.7856,57.0536
2216,611,vostok,40.0177,54.0669
1060,611,zapad,35.7624,54.5359
3062,612,jug,43.7409,53.0098
1381,612,sever,36.3264,57.9771
2217,612,vostok,40.268,54.039
759,612,zapad,35.1952,54.3468
3101,613,jug,44.0626,53.5487
1385,613,sever,36.7714,57.9713
2340,613,vostok,40.5586,54.0235
760,613,zapad,35.5359,54.3641
3105,614,jug,44.6418,53.5513
1380,614,sever,36.5658,57.8993
2341,614,vostok,40.7876,54.0517
4043,614,zapad,35.7245,54.3284
3106,615,jug,44.9382,53.5605
958,615,sever,36.0363,57.8452
2342,615,vostok,40.9548,54.081
1062,615,zapad,35.9028,54.4115
3104,616,jug,44.2643,53.4828
1379,616,sever,36.3157,57.846
4176,616,vostok,41.0486,54.8957
754,616,zapad,35.4064,54.2676
3098,617,jug,44.0823,53.3126
1382,617,sever,36.7905,57.8456
4178,617,vostok,41.3319,54.8724
1068,617,zapad,35.9084,54.2612
3107,618,jug,44.7694,53.4089
1378,618,sever,36.5134,57.7575
4177,618,vostok,41.5728,54.8771
755,618,zapad,35.1899,54.1736
3099,619,jug,44.3465,53.2831
1375,619,sever,36.7672,57.7195
4179,619,vostok,41.7167,54.8978
1069,619,zapad,35.7087,54.1833
3093,620,jug,44.2007,53.1944
1376,620,sever,36.9996,57.7389
2373,620,vostok,41.3845,54.7868
753,620,zapad,35.4863,54.1269
3100,621,jug,44.6173,53.216
959,621,sever,36.1981,57.7012
4159,621,vostok,41.6255,54.7552
1071,621,zapad,35.9904,54.1187
3092,622,jug,44.0546,53.0761
1373,622,sever,36.5668,57.631
751,622,zapad,35.095,54.0291
3095,623,jug,44.4419,53.0591
1374,623,sever,36.3006,57.5672
2369,623,vostok,41.2166,54.7157
4158,622,vostok,41.7619,54.7939
752,623,zapad,35.3662,54.0168
3097,624,jug,44.9293,53.1332
1372,624,sever,36.5975,57.5557
2370,624,vostok,41.4443,54.7108
1070,624,zapad,35.653,54.0507
1805,625,jug,39.1691,52.9115
5,625,sever,36.8881,57.5911
4160,625,vostok,41.5901,54.6624
1051,625,zapad,36.2909,54.9067
1806,626,jug,39.4869,52.9496
975,626,sever,36.2236,57.4571
4161,626,vostok,41.7837,54.6609
1050,626,zapad,36.4822,54.9313
2236,627,jug,39.6634,52.9331
1371,627,sever,37.0023,57.474
2367,627,vostok,41.1074,54.6005
1286,627,zapad,36.8414,54.9076
1804,628,jug,39.2045,52.7562
1369,628,sever,36.4021,57.4101
2366,628,vostok,41.2955,54.6108
1054,628,zapad,36.0371,54.8315
2237,629,jug,39.5667,52.8228
1370,629,sever,36.6627,57.4142
4162,629,vostok,41.5506,54.5692
1284,629,zapad,36.6496,54.8335
2241,630,jug,39.9803,52.8203
974,630,sever,36.0922,57.373
4163,630,vostok,41.8103,54.5373
1055,630,zapad,36.2212,54.7505
2240,631,jug,39.865,52.7464
1367,631,sever,36.9828,57.3513
4164,631,vostok,41.9507,54.5265
1059,631,zapad,36.4379,54.7694
2238,632,jug,39.5396,52.6892
1366,632,sever,36.6927,57.3139
2364,632,vostok,41.0697,54.4708
1285,632,zapad,36.9209,54.7901
2239,633,jug,39.7912,52.6355
976,633,sever,36.2668,57.2791
2365,633,vostok,41.2134,54.4858
1057,633,zapad,36.1128,54.6244
1799,634,jug,39.2012,52.5826
986,634,sever,36.1236,57.2371
2357,634,vostok,41.3098,54.3716
1058,634,zapad,36.3434,54.6129
2242,635,jug,39.8501,52.5402
1365,635,sever,36.3852,57.208
2637,635,vostok,41.5041,54.4169
1283,635,zapad,36.6911,54.6669
1798,636,jug,39.4009,52.4457
1363,636,sever,36.9969,57.1981
2638,636,vostok,41.6588,54.423
1061,636,zapad,36.0589,54.5287
2243,637,jug,39.6679,52.4369
1364,637,sever,36.7593,57.1763
4167,637,vostok,41.7435,54.3936
1282,637,zapad,36.5736,54.5664
2246,638,jug,39.9719,52.4472
1359,638,sever,36.5368,57.0621
4165,638,vostok,41.9359,54.4119
1281,638,zapad,36.7954,54.5449
1791,639,jug,39.102,52.2948
1360,639,sever,36.7856,57.057
4082,639,vostok,41.0654,54.2102
1280,639,zapad,36.9233,54.5798
1792,640,jug,39.3951,52.3037
987,640,sever,36.1552,57.0369
2349,640,vostok,41.2729,54.2138
1064,640,zapad,36.2627,54.4752
2244,641,jug,39.7909,52.3526
1384,641,sever,37.046,57.9598
2356,641,vostok,41.3127,54.2817
1065,641,zapad,36.4014,54.4356
2245,642,jug,39.9554,52.3595
1535,642,sever,37.318,57.9628
2350,642,vostok,41.5413,54.2416
1272,642,zapad,36.6664,54.4021
2249,643,jug,39.5934,52.2306
1538,643,sever,37.9849,57.9965
4166,643,vostok,41.8713,54.2559
1063,643,zapad,36.1038,54.3359
2248,644,jug,39.9124,52.2542
1536,644,sever,37.5529,57.9044
4168,644,vostok,41.9839,54.1636
1273,644,zapad,36.9393,54.3761
1547,645,sever,37.8318,57.8836
2343,645,vostok,41.0808,54.0442
1066,645,zapad,36.3009,54.2757
2250,646,jug,39.62,52.1247
1383,646,sever,37.0935,57.8292
2347,646,vostok,41.256,54.1339
1271,646,zapad,36.5446,54.3011
2251,647,jug,39.6427,52.0215
1549,647,sever,37.4642,57.7759
2346,647,vostok,41.525,54.1121
1270,647,zapad,36.8825,54.2548
2235,648,jug,40.2815,52.9704
1548,648,sever,37.8155,57.76
2345,648,vostok,41.742,54.1075
1067,648,zapad,36.1092,54.196
2309,649,jug,40.5551,52.9428
6,649,sever,37.4737,57.6522
4169,649,vostok,41.9718,54.0538
1072,649,zapad,36.2845,54.1067
4072,650,jug,40.3393,52.8574
1552,650,sever,37.8878,57.642
2627,650,vostok,42.2057,54.8898
1258,650,zapad,36.5919,54.1636
2306,651,jug,40.727,52.8607
1553,651,sever,37.6775,57.6218
2628,651,vostok,42.3577,54.8658
1259,651,zapad,36.7198,54.1174
2305,652,jug,40.5314,52.7883
1377,652,sever,37.2189,57.5866
2770,652,vostok,42.7788,54.8948
1260,652,zapad,36.6654,54.0248
4073,653,jug,40.2017,52.7079
1554,653,sever,37.5795,57.5237
2771,653,vostok,42.9328,54.8856
1287,653,zapad,37.0912,54.9539
2301,654,jug,40.7454,52.6913
1555,654,sever,37.8116,57.4694
2626,654,vostok,42.1879,54.7747
1293,654,zapad,37.1998,54.9705
2300,656,jug,40.5935,52.574
4074,655,jug,40.2878,52.5493
1562,655,sever,37.3423,57.4104
3699,655,vostok,42.56,54.8113
1295,655,zapad,37.5951,54.9635
1558,656,sever,37.8561,57.3914
2769,656,vostok,42.7944,54.806
1292,656,zapad,37.2896,54.8869
4076,657,jug,40.3797,52.3858
1368,657,sever,37.144,57.3326
2625,657,vostok,42.0398,54.6997
1291,657,zapad,37.4932,54.8322
4075,658,jug,40.1672,52.2804
1561,658,sever,37.6843,57.3138
2629,658,vostok,42.2717,54.6527
4181,658,zapad,37.7151,54.8625
4077,659,jug,40.8377,52.3636
1559,659,sever,37.9775,57.3366
2768,659,vostok,42.5599,54.7111
1288,659,zapad,37.1432,54.802
2295,660,jug,40.5587,52.2374
1568,660,sever,37.4922,57.2515
2773,660,vostok,42.9143,54.7069
1637,660,zapad,37.8843,54.8061
2252,661,jug,40.0489,52.0728
1567,661,sever,37.7146,57.1824
2630,661,vostok,42.1185,54.5889
1289,661,zapad,37.0687,54.6945
2247,662,jug,40.3229,52.126
1563,662,sever,37.3689,57.1557
2631,662,vostok,42.2278,54.5212
1290,662,zapad,37.2848,54.7323
2289,663,jug,40.736,52.0914
1566,663,sever,37.9059,57.0962
2761,663,vostok,42.4472,54.5899
1634,663,zapad,37.6873,54.7273
2315,664,jug,41.0207,52.9422
1362,664,sever,37.1167,57.0679
2762,664,vostok,42.5906,54.594
1635,664,zapad,37.7912,54.6532
2308,665,jug,41.2565,52.9002
1564,665,sever,37.4044,57.0666
2763,665,vostok,42.8851,54.5641
1636,665,zapad,37.9674,54.6823
2658,666,jug,41.9052,52.8562
1565,666,sever,37.6641,57.0241
2632,666,vostok,42.1426,54.4012
1279,666,zapad,37.2111,54.5788
2304,667,jug,41.1196,52.7612
1361,667,sever,37.1121,57.0229
2633,667,vostok,42.3799,54.3574
1277,667,zapad,37.5483,54.5971
2307,668,jug,41.4618,52.8142
1542,668,sever,38.4871,57.9748
3704,668,vostok,42.3502,54.3796
1646,668,zapad,37.7569,54.541
2659,669,jug,41.7792,52.7838
1945,669,sever,38.8451,57.9031
2767,669,vostok,42.4771,54.4024
1278,669,zapad,37.3339,54.4809
2302,670,jug,41.0953,52.6788
1544,670,sever,38.202,57.8774
2636,670,vostok,42.0245,54.2517
1645,670,zapad,37.9662,54.507
2299,671,jug,41.1184,52.5159
1543,671,sever,38.522,57.8518
2635,671,vostok,42.1878,54.2506
1274,671,zapad,37.1701,54.3633
2303,672,jug,41.4623,52.5602
1944,672,sever,38.8029,57.7946
2634,672,vostok,42.2984,54.3033
1276,672,zapad,37.595,54.4167
2661,673,jug,41.8906,52.5832
1546,673,sever,38.1173,57.7824
2757,673,vostok,42.4587,54.173
1644,673,zapad,37.8653,54.364
2297,674,jug,41.1789,52.3421
1545,674,sever,38.3435,57.7762
2758,674,vostok,43.0019,54.2466
1275,674,zapad,37.3901,54.3251
2298,675,jug,41.5299,52.3539
1550,675,sever,38.544,57.7505
2640,675,vostok,42.0925,54.0377
2665,676,jug,41.7692,52.3966
1943,676,sever,38.8357,57.7017
1268,675,zapad,37.6609,54.282
1269,676,zapad,37.1785,54.2329
2664,677,jug,41.9601,52.336
1551,677,sever,38.1927,57.687
2639,676,vostok,42.1577,54.1237
2755,677,vostok,42.3423,54.1211
1267,677,zapad,37.5096,54.207
2296,678,jug,41.0254,52.2468
1940,678,sever,38.9734,57.6441
2756,678,vostok,42.4878,54.0937
1656,678,zapad,37.8203,54.2261
2294,679,jug,41.4329,52.1916
1941,679,sever,38.6582,57.5997
2772,679,vostok,43.0731,54.8563
1261,679,zapad,37.045,54.1106
2290,680,jug,41.0242,52.0399
1942,680,sever,38.4571,57.5791
3037,680,vostok,43.7745,54.9243
1266,680,zapad,37.3174,54.0872
2293,681,jug,41.348,52.032
1557,681,sever,38.0992,57.558
3038,681,vostok,43.7759,54.8004
1265,681,zapad,37.5353,54.0682
2666,682,jug,41.8457,52.0715
1935,682,sever,38.5729,57.5095
3153,682,vostok,44.0453,54.8071
1667,682,zapad,37.9755,54.1495
2656,683,jug,42.1804,52.9567
1937,683,sever,38.9085,57.5091
2766,683,vostok,43.1359,54.6485
1262,683,zapad,37.2075,54.006
2726,684,jug,42.5843,52.9141
1556,684,sever,38.106,57.4476
3039,684,vostok,43.4617,54.7114
1658,684,zapad,37.9303,54.0196
2657,685,jug,42.3022,52.8242
1934,685,sever,38.4082,57.4704
3040,685,vostok,43.6683,54.67
2660,686,jug,42.051,52.7288
1933,686,sever,38.4828,57.3499
3137,686,vostok,43.9715,54.6698
147,686,zapad,31.9606,53.9749
2727,687,jug,42.8327,52.8321
1936,687,sever,38.9496,57.3528
2764,687,vostok,43.331,54.4914
150,687,zapad,31.9157,53.8146
2722,688,jug,42.4844,52.6816
1560,688,sever,38.1478,57.306
3041,688,vostok,43.5974,54.5376
149,688,zapad,32.0912,53.8784
2723,689,jug,42.7222,52.6045
1931,689,sever,38.6764,57.2521
3042,689,vostok,43.8228,54.4645
3995,689,zapad,32.3199,53.9397
2662,690,jug,42.1013,52.49
1930,690,sever,38.9493,57.2566
3139,690,vostok,43.9922,54.5378
3996,690,zapad,32.7322,53.9032
2663,691,jug,42.2946,52.4022
1569,691,sever,38.1025,57.1973
2765,691,vostok,43.0788,54.3654
172,691,zapad,32.28,53.8023
2716,692,jug,42.6258,52.4065
1932,692,sever,38.3869,57.1874
3043,692,vostok,43.6028,54.3895
3992,692,zapad,32.5607,53.7538
2717,693,jug,42.9374,52.508
1926,693,sever,38.4942,57.0601
3122,693,vostok,43.9565,54.3246
176,693,zapad,32.8936,53.7748
2667,694,jug,42.128,52.2264
1570,694,sever,38.2982,57.0417
2760,694,vostok,43.3584,54.2605
4184,694,zapad,32.6504,53.7176
2668,695,jug,42.3937,52.2811
1927,695,sever,38.806,57.0347
3044,695,vostok,43.6375,54.2643
3993,695,zapad,32.5367,53.5988
2711,696,jug,42.7014,52.2392
1928,696,sever,38.9745,57.0271
3045,696,vostok,43.7901,54.1789
3994,696,zapad,32.7806,53.6071
2712,697,jug,42.9689,52.2384
1949,697,sever,39.1033,57.9792
2759,697,vostok,43.1787,54.1407
182,697,zapad,33.397,53.9807
2669,698,jug,42.3221,52.0285
2102,698,sever,39.5663,57.9891
3047,698,vostok,43.4445,54.1165
178,698,zapad,33.2405,53.9024
2709,699,jug,42.6782,52.0804
2103,699,sever,39.8567,57.9805
3046,699,vostok,43.6834,54.0772
562,699,zapad,33.6505,53.9013
2710,700,jug,42.9712,52.0931
2104,700,sever,39.3815,57.9133
3113,700,vostok,43.9887,54.0519
177,700,zapad,33.4467,53.7933
2731,701,jug,43.1253,52.9568
1948,701,sever,39.18,57.8729
3156,701,vostok,44.2728,54.9869
563,701,zapad,33.6517,53.7545
3063,702,jug,43.6513,52.9066
2106,702,sever,39.6604,57.868
3162,702,vostok,44.6103,54.975
175,702,zapad,33.0399,53.6714
2728,703,jug,43.1092,52.776
2107,703,sever,39.9637,57.8621
3161,703,vostok,44.8759,54.9721
174,703,zapad,33.3243,53.6386
3064,704,jug,43.4139,52.8518
2105,704,sever,39.5511,57.8399
3155,704,vostok,44.3792,54.9189
3065,705,jug,43.8604,52.8153
1947,705,sever,39.1072,57.8166
3163,705,vostok,44.615,54.8826
2725,706,jug,43.3942,52.7025
2110,706,sever,39.3214,57.7735
3152,706,vostok,44.071,54.8634
566,706,zapad,34.0301,53.8803
2724,707,jug,43.1241,52.5648
1946,707,sever,39.1121,57.7169
3151,707,vostok,44.2232,54.8498
4040,707,zapad,34.5334,53.9344
3066,708,jug,43.8173,52.6635
2109,708,sever,39.5368,57.7144
